Date,Nifty,TCS.BO,INFY.BO,RELIANCE.BO,HDFCBANK.BO,ICICIBANK.BO
2022-08-17,17944.25,3291.962890625,1585.439453125,2647.0986328125,1492.093017578125,875.993896484375
2022-08-18,17956.5,3273.18310546875,1561.7083740234375,2651.283935546875,1494.3175048828125,877.7791748046875
2022-08-19,17758.44921875,3277.05517578125,1576.2135009765625,2604.399658203125,1476.521484375,863.2487182617188
2022-08-22,17490.69921875,3247.0458984375,1554.5545654296875,2597.52392578125,1453.4857177734375,845.197265625
2022-08-23,17577.5,3178.79931640625,1522.091064453125,2638.18017578125,1449.234375,857.5952758789062
2022-08-24,17604.94921875,3151.306884765625,1516.91064453125,2629.760009765625,1454.6226806640625,865.4307861328125
2022-08-25,17522.44921875,3115.24755859375,1498.705322265625,2621.240234375,1447.257080078125,864.2901611328125
2022-08-26,17558.900390625,3118.683837890625,1501.66552734375,2609.531494140625,1446.8121337890625,863.7942504882812
2022-08-29,17312.900390625,3033.544677734375,1442.609375,2587.658935546875,1423.6773681640625,848.767822265625
2022-08-30,17759.30078125,3108.955322265625,1473.3955078125,2629.81005859375,1469.3536376953125,880.3579711914062
2022-09-01,17542.80078125,3031.463623046875,1444.9775390625,2551.1875,1455.41357421875,867.3153076171875
2022-09-02,17539.44921875,3029.624267578125,1433.6300048828125,2520.894775390625,1469.3043212890625,865.1332397460938
2022-09-05,17665.80078125,3032.721923828125,1441.474609375,2561.2021484375,1478.103515625,875.0516357421875
2022-09-06,17655.599609375,3028.85009765625,1436.0474853515625,2586.263671875,1472.6163330078125,876.6881713867188
2022-09-07,17624.400390625,3050.388671875,1438.465087890625,2572.063720703125,1465.3990478515625,869.2493896484375
2022-09-08,17798.75,3068.53955078125,1456.374267578125,2576.099609375,1480.080810546875,891.5657958984375
2022-09-09,17833.349609375,3114.47314453125,1491.798095703125,2559.55810546875,1481.1683349609375,894.1941528320312
2022-09-12,17936.349609375,3137.705810546875,1515.233154296875,2588.4560546875,1475.28564453125,899.6492919921875
2022-09-13,18070.05078125,3126.186279296875,1524.508544921875,2610.926513671875,1494.02099609375,901.8313598632812
2022-09-14,18003.75,3021.105712890625,1455.4368896484375,2578.6904296875,1511.5697021484375,910.7083129882812
2022-09-15,17877.400390625,3005.133056640625,1413.056640625,2552.732177734375,1503.660400390625,910.1131591796875
2022-09-16,17530.849609375,2912.491455078125,1360.858154296875,2490.501953125,1476.2742919921875,901.5833740234375
2022-09-19,17622.25,2931.755615234375,1371.8603515625,2493.541259765625,1485.864501953125,891.1194458007812
2022-09-20,17816.25,2944.19482421875,1369.9361572265625,2493.242431640625,1500.8427734375,909.2701416015625
2022-09-21,17718.349609375,2905.812255859375,1358.292724609375,2500.4169921875,1501.5347900390625,907.8815307617188
2022-09-22,17629.80078125,2911.47509765625,1349.6588134765625,2477.149169921875,1468.859375,895.4835205078125
2022-09-23,17327.349609375,2887.4677734375,1347.142578125,2430.76318359375,1430.103759765625,875.5475463867188
2022-09-26,17016.30078125,2899.035888671875,1361.4501953125,2369.130859375,1409.045166015625,854.0741577148438
2022-09-27,17007.400390625,2922.171875,1373.735107421875,2386.967529296875,1398.318115234375,845.8914794921875
2022-09-28,16858.599609375,2940.2744140625,1375.9552001953125,2323.890625,1372.5140380859375,842.2713012695312
2022-09-29,16818.099609375,2901.552734375,1379.01416015625,2317.114501953125,1366.1865234375,837.1632690429688
2022-09-30,17094.349609375,2908.571044921875,1394.35791015625,2369.330078125,1406.2769775390625,855.7603149414062
2022-10-03,16887.349609375,2890.275146484375,1375.51123046875,2365.942138671875,1396.8350830078125,841.1306762695312
2022-10-04,17274.30078125,2993.66162109375,1410.83642578125,2404.5556640625,1436.134521484375,860.57080078125
2022-10-06,17331.80078125,3005.4716796875,1435.65283203125,2414.121826171875,1420.5631103515625,878.1263427734375
2022-10-07,17314.650390625,2966.991943359375,1432.4952392578125,2424.6845703125,1414.4827880859375,874.8036499023438
2022-10-10,17241.0,3021.4443359375,1443.300048828125,2397.28125,1399.455078125,874.3077392578125
2022-10-11,16983.55078125,2970.8642578125,1405.0146484375,2348.9521484375,1384.8228759765625,862.4056396484375
2022-10-12,17123.599609375,3001.64794921875,1409.89892578125,2366.689453125,1393.42431640625,860.669921875
2022-10-13,17014.349609375,3001.9384765625,1400.919677734375,2375.45849609375,1377.9022216796875,846.9329833984375
2022-10-14,17185.69921875,2998.64697265625,1454.49951171875,2362.653564453125,1424.764892578125,863.000732421875
2022-10-17,17311.80078125,3012.19921875,1470.435302734375,2401.516357421875,1429.9554443359375,878.374267578125
2022-10-18,17486.94921875,3043.273681640625,1483.6082763671875,2441.923583984375,1427.7803955078125,889.433349609375
2022-10-19,17512.25,3021.0087890625,1465.3043212890625,2487.7119140625,1442.313720703125,884.424560546875
2022-10-20,17563.94921875,3054.019287109375,1480.4013671875,2492.09619140625,1432.7730712890625,881.002685546875
2022-10-21,17576.30078125,3039.062744140625,1480.2039794921875,2463.248291015625,1422.0955810546875,899.7484741210938
2022-10-24,17730.75,3060.89208984375,1497.2745361328125,2470.970947265625,1444.24169921875,918.3455200195312
2022-10-25,17656.349609375,3060.746826171875,1505.5137939453125,2433.25439453125,1433.811279296875,917.105712890625
2022-10-27,17736.94921875,3055.27734375,1502.405517578125,2441.475341796875,1437.765869140625,916.6593627929688
2022-10-28,17786.80078125,3061.860107421875,1492.5382080078125,2517.10791015625,1441.9676513671875,900.4923706054688
2022-10-31,18012.19921875,3090.998291015625,1517.502685546875,2540.5751953125,1479.4381103515625,901.1370239257812
2022-11-01,18145.400390625,3155.421142578125,1551.8905029296875,2520.8447265625,1496.8880615234375,901.2858276367188
2022-11-02,18082.849609375,3139.109619140625,1531.859619140625,2536.439697265625,1496.7891845703125,897.0704956054688
2022-11-03,18052.69921875,3104.647216796875,1510.2008056640625,2546.95263671875,1491.499755859375,900.9386596679688
2022-11-04,18117.150390625,3113.5048828125,1493.821044921875,2583.323974609375,1480.130126953125,898.2607421875
2022-11-07,18202.80078125,3130.881103515625,1487.0618896484375,2596.975830078125,1491.6976318359375,909.6172485351562
2022-11-09,18157.0,3113.166015625,1490.2193603515625,2593.8369140625,1491.15380859375,903.7158813476562
2022-11-10,18028.19921875,3103.5341796875,1482.325439453125,2565.387451171875,1507.9610595703125,903.2199096679688
2022-11-11,18349.69921875,3210.115478515625,1549.226318359375,2622.087158203125,1592.6895751953125,899.4508666992188
2022-11-14,18329.150390625,3227.49169921875,1562.9912109375,2608.734375,1596.1005859375,887.5984497070312
2022-11-15,18403.400390625,3226.13623046875,1572.5625,2597.52392578125,1600.994384765625,904.6580810546875
2022-11-16,18409.650390625,3246.8525390625,1580.9498291015625,2582.726318359375,1613.7481689453125,906.1954345703125
2022-11-17,18343.900390625,3244.286865234375,1565.803466796875,2592.14306640625,1598.9677734375,911.8985595703125
2022-11-18,18307.650390625,3234.993896484375,1571.773193359375,2588.40625,1595.26025390625,913.0886840820312
2022-11-21,18159.94921875,3177.3955078125,1546.4140625,2541.073486328125,1578.8978271484375,913.683837890625
2022-11-22,18244.19921875,3208.324462890625,1564.5699462890625,2555.273193359375,1575.8330078125,915.3203735351562
2022-11-23,18267.25,3204.597412109375,1562.399169921875,2547.45068359375,1580.8751220703125,919.4365234375
2022-11-24,18484.099609375,3270.520751953125,1608.183837890625,2573.458984375,1607.47021484375,930.9418334960938
2022-11-25,18512.75,3280.540283203125,1609.1212158203125,2607.837646484375,1598.8687744140625,922.1640625
